"","Area","Classification","Fiscal.Year","Customer","Amount"
"14918","Services","Effective Competition","2013","Army",13538164.53
"14919","Services","Unlabeled","2013","Army",-10598.39
"14920","Services","Competition with single offer","2013","Army",2780286580
"14921","Services","Competition with single offer","2013","Army",6047556.08
"14922","Services","Effective Competition","2013","Army",1765375550
"14923","Services","Effective Competition","2013","Army",1060552155
"14924","Products","Effective Competition","2013","Army",1009484778
"14925","Products","Effective Competition","2013","Army",227185702.7
"14926","Products","No competition","2013","Army",14982844649
"14927","R&D","Effective Competition","2013","Army",108838533.1
"14928","R&D","Effective Competition","2013","Army",287090982.9
"14929","R&D","No competition","2013","Army",404052601
"14930","R&D","Unlabeled","2013","Army",26070868.76
"14931","Services","Competition with single offer","2013","DLA",75855166.84
"14932","Services","Effective Competition","2013","DLA",65614612.15
"14933","Services","Effective Competition","2013","DLA",47947903.77
"14934","Services","Effective Competition","2013","DLA",1001346.81
"14935","Services","Effective Competition","2013","DLA",13148409.54
"14936","Services","Competition with single offer","2013","DLA",80070569.24
"14937","Services","Competition with single offer","2013","DLA",0
"14938","Services","Effective Competition","2013","DLA",6163071.91
"14939","Services","Effective Competition","2013","DLA",347001.4
"14940","Services","Effective Competition","2013","DLA",156808314.1
"14941","Products","Effective Competition","2013","DLA",3180455311
"14942","R&D","Effective Competition","2013","DLA",7872406
"14943","Services","Effective Competition","2013","MDA",-33910.54
"14944","Services","No competition","2013","MDA",47991181.24
"14945","Services","Effective Competition","2013","MDA",17595554.09
"14946","Services","Unlabeled","2013","MDA",1020770.08
"14947","R&D","Competition with single offer","2013","MDA",422151981.9
"14948","R&D","Effective Competition","2013","MDA",38952237.77
"14949","R&D","Effective Competition","2013","MDA",46295699.89
"14950","Services","Effective Competition","2013","MilitaryHealth",67753
"14951","Services","Effective Competition","2013","MilitaryHealth",2020390.45
"14952","Services","No competition","2013","MilitaryHealth",5278242.92
"14953","Services","Effective Competition","2013","MilitaryHealth",11875
"14954","Services","Effective Competition","2013","MilitaryHealth",11379702.34
"14955","Services","Effective Competition","2013","MilitaryHealth",17435306.5
"14956","Services","No competition","2013","MilitaryHealth",2242026
"14957","Products","Competition with single offer","2013","MilitaryHealth",59490.03
"14958","Products","Effective Competition","2013","MilitaryHealth",99170.75
"14959","Products","No competition","2013","MilitaryHealth",1667077.42
"14960","Products","Unlabeled","2013","MilitaryHealth",0
"14961","Services","Unlabeled","2013","Navy",0
"14962","Services","Competition with single offer","2013","Navy",1284264.38
"14963","Services","Effective Competition","2013","Navy",443355332.4
"14964","Services","Unlabeled","2013","Navy",56822353.39
"14965","Services","Competition with single offer","2013","Navy",712230955.5
"14966","Services","Unlabeled","2013","MilitaryHealth",0
"14967","Services","Effective Competition","2013","MilitaryHealth",7650
"14968","Services","Effective Competition","2013","MilitaryHealth",34674.96
"14969","Services","Competition with single offer","2013","Navy",203673143.5
"14970","Services","Effective Competition","2013","Navy",585605
"14971","Services","Effective Competition","2013","Navy",1376850228
"14972","Services","Effective Competition","2013","Navy",254856450.9
"14973","Services","Unlabeled","2013","Navy",7888824.82
"14974","Services","Effective Competition","2013","Navy",17955722.42
"14975","Services","Unlabeled","2013","Navy",0
"14976","Services","Unlabeled","2013","Navy",-1163911.89
"14977","Services","Competition with single offer","2013","Navy",5689629.39
"14978","Services","Effective Competition","2013","Navy",440504135.3
"14979","Services","Effective Competition","2013","Navy",151465138.4
"14980","Services","Effective Competition","2013","Navy",29392144.7
"14981","Products","Competition with single offer","2013","Navy",2142839.47
"14982","Products","Effective Competition","2013","Navy",959305063.1
"14983","R&D","Effective Competition","2013","Navy",83991426.4
"14984","Services","Competition with single offer","2013","Other DoD",8052.35
"14985","Services","Effective Competition","2013","Other DoD",44722470.99
"14986","Services","Effective Competition","2013","Other DoD",50962449.36
"14987","Services","Unlabeled","2013","Other DoD",0
"14988","Services","Effective Competition","2013","Other DoD",1014434.73
"14989","Services","Effective Competition","2013","Other DoD",13023.65
"14990","Services","No competition","2013","Other DoD",23478.1
"14991","Services","Competition with single offer","2013","Other DoD",724608655.1
"14992","Services","Effective Competition","2013","Other DoD",335215656.1
"14993","Services","Effective Competition","2013","Other DoD",1233503.57
"14994","Services","Effective Competition","2013","Other DoD",24410.46
"14995","Services","Effective Competition","2013","Other DoD",9093358.19
"14996","Services","Effective Competition","2013","Other DoD",2593870.23
"14997","R&D","Effective Competition","2013","Other DoD",2815898.02
"14998","R&D","No competition","2013","Other DoD",97395117.39
"14999","R&D","Unlabeled","2013","Other DoD",291754.81
"15000","Services","Competition with single offer","2014","Air Force",266218577.7
"15001","Services","Effective Competition","2014","Air Force",226997668.3
"15002","Services","Effective Competition","2014","Air Force",51270273.75
"15003","Services","No competition","2014","Air Force",-1062954.65
"15004","Services","Effective Competition","2014","Air Force",303398916.6
"15005","Services","Effective Competition","2014","Air Force",45551507.62
"15006","Services","No competition","2014","Air Force",290880636.4
"15007","Services","Effective Competition","2014","Air Force",15056002.52
"15008","Services","No competition","2014","Air Force",199432208.4
"15009","Services","Effective Competition","2014","Air Force",3928415.05
"15010","Services","Unlabeled","2014","Air Force",16151159.16
"15011","Services","Effective Competition","2014","Air Force",31902373.52
"15012","Services","Effective Competition","2014","Air Force",6245153.15
"15013","Products","Effective Competition","2014","Air Force",9666331.48
"15014","Products","Effective Competition","2014","Air Force",143685
"15015","Products","Effective Competition","2014","Air Force",612514494.8
"15016","Products","Effective Competition","2014","Air Force",485292060
"15017","Products","No competition","2014","Air Force",40109277.52
"15018","Services","Competition with single offer","2013","Navy",-229429.44
"15019","Services","Effective Competition","2013","Navy",4419502.75
"15020","Services","Effective Competition","2013","Navy",4509009.62
"15021","Services","Unlabeled","2013","Navy",905251.27
"15022","Services","Effective Competition","2013","Navy",352618799.7
"15023","Services","Effective Competition","2013","Navy",17478515.68
"15024","Services","No competition","2013","Navy",5004.03
"15025","Services","No competition","2013","Navy",840181825.8
"15026","Products","Effective Competition","2013","Navy",15595053.83
"15027","Products","Effective Competition","2013","Navy",737923196.4
"15028","Products","No competition","2013","Navy",4184335.13
"15029","Products","Unlabeled","2013","Navy",135717.7
"15030","Products","Unlabeled","2013","Navy",28081.92
"15031","R&D","Effective Competition","2013","Navy",13383738
"15032","R&D","No competition","2013","Navy",660888081
"15033","Services","Effective Competition","2013","Other DoD",1470297993
"15034","Services","No competition","2013","Other DoD",-29237761.66
"15035","Services","Effective Competition","2013","Other DoD",27765274.56
"15036","Services","Unlabeled","2013","Other DoD",16138720.64
"15037","Services","Effective Competition","2013","Other DoD",349051285.8
"15038","Services","Effective Competition","2013","Other DoD",298402395.8
"15039","Services","Effective Competition","2013","Other DoD",920210
"15040","Services","No competition","2013","Other DoD",310145998.7
"15041","Services","Unlabeled","2013","Other DoD",1058064.12
"15042","Services","Effective Competition","2013","Other DoD",60870.6
"15043","Services","No competition","2013","Other DoD",609127.02
"15044","Services","Effective Competition","2013","Other DoD",422599489.1
"15045","Services","Effective Competition","2013","Other DoD",2058881.88
"15046","Services","Unlabeled","2013","Other DoD",5265415.31
"15047","Products","Effective Competition","2013","Other DoD",113903.6
"15048","R&D","Effective Competition","2013","Other DoD",248548037.6
"15049","R&D","Unlabeled","2013","Other DoD",0
"15050","R&D","Unlabeled","2013","Other DoD",-223019.57
"15051","Services","Effective Competition","2014","Air Force",1042886.76
"15052","Services","Effective Competition","2014","Air Force",935777.79
"15053","Services","Effective Competition","2014","Air Force",380573133.8
"15054","Services","Unlabeled","2014","Air Force",0
"15055","Services","Competition with single offer","2014","Air Force",159728066.8
"15056","Services","Effective Competition","2014","Air Force",109922261.5
"15057","Services","Effective Competition","2014","Air Force",229264027.7
"15058","Services","Effective Competition","2014","Air Force",12721121.79
"15059","Services","Effective Competition","2014","Air Force",14985645.84
"15060","Services","Effective Competition","2014","Air Force",5203407.99
"15061","Services","No competition","2014","Air Force",10366654.02
"15062","Products","Effective Competition","2014","Air Force",2046860.3
"15063","Services","Competition with single offer","2014","Army",185294997.6
"15064","Services","Effective Competition","2014","Army",350683881.8
"15065","Services","Effective Competition","2014","Army",156775016.3
"15066","Services","No competition","2014","Army",720992434.2
"15067","Services","No competition","2014","Army",49915516.52
"15068","Services","No competition","2014","Air Force",291621.77
"15069","Services","Unlabeled","2014","Air Force",21325472.07
"15070","Services","Effective Competition","2014","Air Force",744208.83
"15071","Services","Effective Competition","2014","Air Force",168752975.5
"15072","Services","Effective Competition","2014","Air Force",1649519.68
"15073","Services","No competition","2014","Air Force",45223971.2
"15074","Services","Unlabeled","2014","Air Force",0
"15075","Services","Competition with single offer","2014","Air Force",4339006.62
"15076","Services","Effective Competition","2014","Air Force",2618718
"15077","Services","Effective Competition","2014","Air Force",451119163.8
"15078","Services","No competition","2014","Air Force",0
"15079","Products","Effective Competition","2014","Air Force",2868774.59
"15080","R&D","Effective Competition","2014","Air Force",309454923.6
"15081","R&D","Effective Competition","2014","Air Force",159415803.5
"15082","R&D","Effective Competition","2014","Air Force",8722879
"15083","R&D","Effective Competition","2014","Air Force",271737471.3
"15084","R&D","Effective Competition","2014","Air Force",265777442
"15085","Services","Effective Competition","2014","Army",1475582
"15086","Services","Effective Competition","2014","Army",747927052.4
"15087","Services","Effective Competition","2014","Army",656850372.2
"15088","Services","Effective Competition","2014","Army",771296174.9
"15089","Services","Effective Competition","2014","Army",2114196979
"15090","Services","Effective Competition","2014","Army",149699507.3
"15091","Services","No competition","2014","Army",577818555.9
"15092","Services","Effective Competition","2014","Army",19595320.03
"15093","Services","Effective Competition","2014","Army",6075719.77
"15094","Services","Unlabeled","2014","Army",4371.51
"15095","Services","Effective Competition","2014","Army",49238295.38
"15096","Services","Effective Competition","2014","Army",81613742.77
"15097","Services","Unlabeled","2014","Army",4133119.26
"15098","Services","Effective Competition","2014","Army",762421177.5
"15099","Services","Effective Competition","2014","Army",17638575.77
"15100","Services","No competition","2014","Army",8599.04
"15101","Products","Effective Competition","2014","Army",80760621.23
"15102","R&D","Effective Competition","2014","Army",112338296.8
"15103","R&D","Effective Competition","2014","Army",233134476.9
"15104","R&D","No competition","2014","Army",11879244.95
"15105","Services","Effective Competition","2014","DLA",819755.13
"15106","Services","Effective Competition","2014","DLA",2190446.87
"15107","Services","Effective Competition","2014","DLA",36244004.38
"15108","Services","Competition with single offer","2014","DLA",88151312.81
"15109","Services","Effective Competition","2014","DLA",53932456.44
"15110","Services","No competition","2014","DLA",9177411.38
"15111","Services","Effective Competition","2014","DLA",2161584
"15112","Services","Effective Competition","2014","DLA",0
"15113","Services","Effective Competition","2014","DLA",523522.57
"15114","Services","Effective Competition","2014","DLA",996929.38
"15115","Services","Competition with single offer","2014","DLA",13107.47
"15116","Services","Effective Competition","2014","DLA",6391
"15117","Services","Effective Competition","2014","DLA",3303866.75
"15118","Products","No competition","2014","DLA",1124787482
"15119","R&D","Effective Competition","2014","DLA",1923548.07
"15120","Services","Effective Competition","2013","Navy",141830386
"15121","Services","Effective Competition","2013","Navy",412765097.2
"15122","Services","No competition","2013","Navy",1846059106
"15123","Services","No competition","2013","Navy",416221.78
"15124","Services","Effective Competition","2013","Navy",5979087.88
"15125","Services","Effective Competition","2013","Navy",703386198.2
"15126","Services","Effective Competition","2013","Navy",1993190.73
"15127","Services","Unlabeled","2013","Navy",42329331.66
"15128","Products","Effective Competition","2013","Navy",254851.28
"15129","Products","Effective Competition","2013","Navy",4154212.53
"15130","R&D","Competition with single offer","2013","Navy",515999
"15131","R&D","Effective Competition","2013","Navy",113122993.4
"15132","R&D","Effective Competition","2013","Navy",171786587.6
"15133","Services","No competition","2013","Other DoD",-346595.4
"15134","Services","Effective Competition","2013","Other DoD",108424434.3
"15135","Services","Unlabeled","2013","Other DoD",23870220.1
"15136","Services","Effective Competition","2013","Other DoD",12500
"15137","Services","Effective Competition","2013","Other DoD",267557723.3
"15138","Services","No competition","2013","Other DoD",26746464.47
"15139","Services","Unlabeled","2013","Other DoD",214397.8
"15140","Products","Effective Competition","2013","Other DoD",28240787.55
"15141","Products","Effective Competition","2013","Other DoD",2530794.12
"15142","Products","Effective Competition","2013","Other DoD",106702215
"15143","Products","No competition","2013","Other DoD",2356202.51
"15144","Products","No competition","2013","Other DoD",624498094.8
"15145","R&D","Effective Competition","2013","Other DoD",239816.69
"15146","R&D","No competition","2013","Other DoD",9757381.2
"15147","Services","Effective Competition","2014","Air Force",609767310
"15148","Services","Effective Competition","2014","Air Force",184663237.7
"15149","Services","Effective Competition","2014","Air Force",6677054.35
"15150","Services","No competition","2014","Air Force",992631994.2
"15151","Services","Competition with single offer","2014","Air Force",7668412.07
"15152","Services","Effective Competition","2014","Air Force",1201335.11
"15153","Services","Unlabeled","2014","Air Force",-22856.4
"15154","Services","Competition with single offer","2014","Air Force",1899329.19
"15155","Services","Effective Competition","2014","Air Force",1189070.9
"15156","Products","Effective Competition","2014","Air Force",372164742.8
"15157","Products","Effective Competition","2014","Air Force",28001573.26
"15158","Products","No competition","2014","Air Force",9235219228
"15159","Products","No competition","2014","Air Force",4064437.29
"15160","R&D","Effective Competition","2014","Air Force",2650861423
"15161","R&D","Effective Competition","2014","Air Force",95193996.08
"15162","R&D","Effective Competition","2014","Air Force",18432667.5
"15163","R&D","No competition","2014","Air Force",20647428.04
"15164","R&D","Unlabeled","2014","Air Force",0
"15165","Services","Effective Competition","2014","Army",122531184.5
"15166","Services","Effective Competition","2014","Army",167754006.5
"15167","Services","Unlabeled","2014","Army",1421772.47
"15168","Services","Effective Competition","2014","Army",346670440.8
"15169","Services","Effective Competition","2014","Army",1044986188
"15170","Services","No competition","2014","Army",20921515.33
"15171","Services","Competition with single offer","2014","Army",281872923.4
"15172","Services","Competition with single offer","2013","DLA",2067630.89
"15173","Services","Effective Competition","2013","DLA",969734.85
"15174","Services","Effective Competition","2013","DLA",61643.6
"15175","Services","Effective Competition","2013","DLA",956996.2
"15176","Services","Effective Competition","2013","DLA",-160546.58
"15177","Services","Effective Competition","2013","DLA",1072706
"15178","Services","No competition","2013","DLA",34323560.47
"15179","Products","Effective Competition","2013","DLA",2707866225
"15180","Products","Effective Competition","2013","DLA",1130451500
"15181","Products","Effective Competition","2013","DLA",109478.52
"15182","Products","No competition","2013","DLA",350586.34
"15183","Products","Unlabeled","2013","DLA",0
"15184","Products","Unlabeled","2013","DLA",-35398
"15185","R&D","Effective Competition","2013","DLA",606048.76
"15186","Services","Effective Competition","2013","MDA",22101749.23
"15187","Services","Effective Competition","2013","MDA",6412046
"15188","Services","No competition","2013","MDA",874934.36
"15189","Products","Effective Competition","2013","MDA",231078.4
"15190","R&D","Effective Competition","2013","MDA",1007725
"15191","R&D","Effective Competition","2013","MDA",83640
"15192","R&D","No competition","2013","MDA",0
"15193","Services","Effective Competition","2013","MilitaryHealth",95150
"15194","Services","No competition","2013","MilitaryHealth",66902.41
"15195","Services","Unlabeled","2013","MilitaryHealth",0
"15196","Services","Effective Competition","2013","MilitaryHealth",180698
"15197","Products","Effective Competition","2013","MilitaryHealth",104596
"15198","Products","Effective Competition","2013","MilitaryHealth",1372407.73
"15199","R&D","Effective Competition","2013","MilitaryHealth",3330150.5
"15200","Services","Effective Competition","2013","Navy",17621675.21
"15201","Services","Effective Competition","2013","Navy",222889903.7
"15202","Services","No competition","2013","Navy",1268959764
"15203","Services","Effective Competition","2013","Navy",586871679.1
"15204","Services","Effective Competition","2013","Navy",187479135.3
"15205","Services","Effective Competition","2013","Navy",8507778.1
"15206","Services","No competition","2013","Navy",691425.78
"15207","Services","Effective Competition","2013","Navy",7447.68
"15208","Services","Effective Competition","2013","Navy",15345854.8
"15209","Services","Effective Competition","2013","Navy",43647885.89
"15210","Services","Effective Competition","2013","Navy",-88818.3
"15211","Services","Effective Competition","2013","Navy",1609698853
"15212","Services","No competition","2013","Navy",1312958.16
"15213","Services","Unlabeled","2013","Navy",-4527.74
"15214","Services","Unlabeled","2013","Navy",815648.44
"15215","Products","Effective Competition","2013","Navy",4440505.12
"15216","Products","Effective Competition","2013","Navy",11865.75
"15217","Products","Effective Competition","2013","Navy",1547542.15
"15218","R&D","Effective Competition","2013","Navy",155745084.1
"15219","R&D","Unlabeled","2013","Navy",0
"15220","Services","Competition with single offer","2013","Other DoD",1573629.6
"15221","Services","Effective Competition","2013","Other DoD",70909514.79
"15222","Services","No competition","2013","Other DoD",53475043.42
"15223","Services","Competition with single offer","2013","Other DoD",16224855.14
"15224","Services","Effective Competition","2015","Air Force",178316053.9
"15225","Services","Effective Competition","2015","Air Force",10833938.26
"15226","Services","Effective Competition","2015","Air Force",2011454.47
"15227","Services","No competition","2015","Air Force",9453698
"15228","Products","Effective Competition","2015","Air Force",210898.28
"15229","Products","Effective Competition","2015","Air Force",5350
"15230","Products","Effective Competition","2015","Air Force",602137070.1
"15231","Products","No competition","2015","Air Force",-12805.45
"15232","Services","Effective Competition","2015","Army",25443516.69
"15233","Services","Effective Competition","2015","Army",161612935.8
"15234","Services","Effective Competition","2015","Army",-6967
"15235","Services","No competition","2015","Army",697893424.6
"15236","Services","Unlabeled","2015","Army",-67038.79
"15237","Services","Effective Competition","2015","Army",234311877.7
"15238","Services","Effective Competition","2015","Army",0
"15239","Services","No competition","2015","Army",396417881.9
"15240","Services","Effective Competition","2015","Army",29922057.95
"15241","Services","Effective Competition","2015","Army",956177.4
"15242","Services","Effective Competition","2015","Army",453693450.6
"15243","Services","Unlabeled","2015","Army",0
"15244","Products","Competition with single offer","2015","Army",-9170009.58
"15245","Products","Effective Competition","2015","Army",382089858.5
"15246","Products","Effective Competition","2015","Army",339472.26
"15247","R&D","Effective Competition","2015","Army",55715072.06
"15248","R&D","No competition","2015","Army",629785776.8
"15249","R&D","Unlabeled","2015","Army",0
"15250","Services","Effective Competition","2015","DLA",843866.97
"15251","Services","Effective Competition","2015","DLA",4079917.11
"15252","Services","No competition","2015","DLA",3882455.73
"15253","Services","Effective Competition","2015","DLA",153571473.5
"15254","Services","Unlabeled","2015","DLA",0
"15255","Services","Competition with single offer","2015","DLA",57138216.6
"15256","Services","Effective Competition","2015","DLA",6418759.61
"15257","Services","No competition","2015","DLA",33773875.84
"15258","Services","Effective Competition","2015","DLA",5167151.96
"15259","Products","Effective Competition","2015","DLA",3891857665
"15260","Products","Effective Competition","2015","DLA",47809.22
"15261","R&D","Effective Competition","2015","DLA",152241
"15262","Services","No competition","2015","MDA",44508
"15263","Services","Effective Competition","2015","MDA",0
"15264","Services","No competition","2015","MDA",295522469.5
"15265","R&D","Effective Competition","2015","MDA",30115334.24
"15266","R&D","No competition","2015","MDA",876739348.9
"15267","Services","Competition with single offer","2015","MilitaryHealth",2065330.5
"15268","Services","No competition","2015","MilitaryHealth",14685.47
"15269","Services","Effective Competition","2015","MilitaryHealth",13960959.33
"15270","Services","No competition","2015","MilitaryHealth",14677007.14
"15271","Services","Effective Competition","2015","MilitaryHealth",26242837.77
"15272","Services","Competition with single offer","2015","MilitaryHealth",873800
"15273","Services","Effective Competition","2015","MilitaryHealth",11581793.58
"15274","Services","Effective Competition","2015","MilitaryHealth",33363661.75
"15275","Services","Effective Competition","2015","MilitaryHealth",0
"15276","Services","No competition","2015","MilitaryHealth",147915813.1
"15277","Services","Unlabeled","2014","Army",5436079.45
"15278","Services","Effective Competition","2014","Army",15489277.7
"15279","Services","No competition","2014","Army",335671516.4
"15280","Services","Unlabeled","2014","Army",-787194.93
"15281","Services","Effective Competition","2014","Army",388735101.6
"15282","Services","Unlabeled","2014","Army",0
"15283","Products","Competition with single offer","2014","Army",100570710.1
"15284","Products","Effective Competition","2014","Army",406651287.1
"15285","Products","Effective Competition","2014","Army",844973528.4
"15286","Products","Effective Competition","2014","Army",158968.12
"15287","Products","Effective Competition","2014","Army",43319170.65
"15288","R&D","Effective Competition","2014","Army",73221062.53
"15289","R&D","No competition","2014","Army",568278222.3
"15290","R&D","Unlabeled","2014","Army",0
"15291","Services","Competition with single offer","2014","DLA",4514795.76
"15292","Services","Effective Competition","2014","DLA",1393577.63
"15293","Services","Effective Competition","2014","DLA",4351736.28
"15294","Services","No competition","2014","DLA",9845131.34
"15295","Services","Effective Competition","2014","DLA",137204037.4
"15296","Services","No competition","2014","DLA",27347453.52
"15297","Services","Effective Competition","2014","DLA",6844181.8
"15298","Services","Unlabeled","2014","DLA",0
"15299","Products","Competition with single offer","2014","DLA",2433437.26
"15300","Products","Effective Competition","2014","DLA",5657136358
"15301","Products","Effective Competition","2014","DLA",144489193.4
"15302","R&D","Effective Competition","2014","DLA",3540
"15303","Services","Effective Competition","2014","MDA",0
"15304","Services","No competition","2014","MDA",1274929.18
"15305","Products","Competition with single offer","2014","MDA",1098874.29
"15306","Products","Effective Competition","2014","MDA",178088.11
"15307","Products","Effective Competition","2014","MDA",51101.91
"15308","R&D","Effective Competition","2014","MDA",30560691.36
"15309","R&D","No competition","2014","MDA",1939497050
"15310","Services","Competition with single offer","2014","MilitaryHealth",113510.99
"15311","Services","Effective Competition","2014","MilitaryHealth",5086359.16
"15312","Services","Effective Competition","2014","MilitaryHealth",0
"15313","Services","Competition with single offer","2014","MilitaryHealth",10094522.03
"15314","Services","Effective Competition","2014","MilitaryHealth",7262342
"15315","Services","Effective Competition","2014","MilitaryHealth",14860814.24
"15316","Services","No competition","2014","MilitaryHealth",115647839.5
"15317","Products","Effective Competition","2014","MilitaryHealth",925823.78
"15318","Products","Unlabeled","2014","MilitaryHealth",22879.35
"15319","R&D","Effective Competition","2014","MilitaryHealth",5623229.43
"15320","Services","Effective Competition","2014","Navy",163918704.6
"15321","Services","Effective Competition","2014","Navy",469475345.9
"15322","Services","Effective Competition","2014","Navy",322103.05
"15323","Services","Unlabeled","2014","Navy",13702844.57
"15324","Services","Effective Competition","2014","Navy",180947727.8
"15325","Services","No competition","2014","Navy",262450845.6
"15326","Services","Competition with single offer","2014","Navy",14133850.21
"15327","Services","No competition","2014","Navy",61813142.09
"15328","Services","Effective Competition","2014","Navy",93323.54
"15329","Services","Effective Competition","2014","Navy",20641892.24
"15330","Services","Effective Competition","2014","Navy",5620977.85
"15331","Services","No competition","2014","Navy",102888604.2
"15332","Services","No competition","2014","Navy",-57741
"15333","Services","Effective Competition","2014","Navy",1301450
"15334","Products","Effective Competition","2014","Navy",36742988.65
"15335","Products","Unlabeled","2014","Navy",5278648.29
"15336","Services","Competition with single offer","2014","Other DoD",162239933.8
"15337","Services","Effective Competition","2014","Other DoD",187622428
"15338","Services","Effective Competition","2014","Other DoD",4269.5
"15339","Services","No competition","2014","Other DoD",-5066471.18
"15340","Services","Effective Competition","2014","Other DoD",22113746.89
"15341","Services","Effective Competition","2014","Other DoD",28671604.97
"15342","Services","No competition","2014","Other DoD",3709129.91
"15343","Services","Effective Competition","2014","Other DoD",0
"15344","Services","Effective Competition","2014","Other DoD",1443854.98
"15345","Services","Effective Competition","2014","Other DoD",78505106.4
"15346","Services","Effective Competition","2014","Other DoD",685576985.2
"15347","Services","No competition","2014","Other DoD",-70594.3
"15348","Services","Unlabeled","2014","Other DoD",0
"15349","Products","Competition with single offer","2014","Other DoD",166759441.3
"15350","Products","Competition with single offer","2014","Other DoD",29355419.81
"15351","Products","Effective Competition","2014","Other DoD",12769772.78
"15352","Products","Effective Competition","2014","Other DoD",271411651.6
"15353","Products","No competition","2014","Other DoD",-2997.36
"15354","R&D","Effective Competition","2014","Other DoD",31866272.34
"15355","R&D","Effective Competition","2014","Other DoD",228970398.1
"15356","R&D","Effective Competition","2014","Other DoD",10860340.22
"15357","R&D","Effective Competition","2014","Other DoD",32463817.3
"15358","R&D","No competition","2014","Other DoD",-8398.35
"15359","Services","Competition with single offer","2015","Air Force",11433
"15360","Services","Effective Competition","2015","Air Force",17977638.82
"15361","Services","Effective Competition","2015","Air Force",169721369.8
"15362","Services","Effective Competition","2015","Air Force",673288456.8
"15363","Services","Effective Competition","2015","Air Force",0
"15364","Services","No competition","2015","Air Force",0
"15365","Services","Effective Competition","2015","Air Force",6914338.42
"15366","Services","Effective Competition","2015","Air Force",4711707.51
"15367","Services","Effective Competition","2015","Air Force",199923.3
"15368","Services","Competition with single offer","2015","Air Force",482767179.9
"15369","Services","Effective Competition","2015","Air Force",1518559105
"15370","Services","Effective Competition","2015","Air Force",650801276.9
"15371","Services","No competition","2015","Air Force",4389616449
"15372","Products","Effective Competition","2015","Air Force",247564421.8
"15373","Products","Unlabeled","2015","Air Force",48118972.63
"15374","R&D","Competition with single offer","2015","Air Force",1046859618
"15375","R&D","Effective Competition","2015","Air Force",326861683.9
"15376","R&D","Effective Competition","2015","Air Force",118141458.7
"15377","R&D","No competition","2015","Air Force",2419156682
"15378","Services","Effective Competition","2015","Army",531835.86
"15379","Services","Effective Competition","2015","Army",0
"15380","Services","No competition","2015","Army",1957473.35
"15381","R&D","No competition","2014","DLA",2223672.44
"15382","Services","No competition","2014","MDA",100
"15383","Services","Effective Competition","2014","MDA",0
"15384","Services","Effective Competition","2014","MDA",50260307.61
"15385","Services","No competition","2014","MDA",-81372.57
"15386","Services","No competition","2014","MilitaryHealth",413733.61
"15387","Services","Effective Competition","2014","MilitaryHealth",230265.35
"15388","Services","Competition with single offer","2014","MilitaryHealth",415046.31
"15389","Services","Effective Competition","2014","MilitaryHealth",194147848.8
"15390","Services","No competition","2014","MilitaryHealth",50360.94
"15391","Services","No competition","2014","MilitaryHealth",1329908665
"15392","Services","Effective Competition","2014","MilitaryHealth",77928554.17
"15393","Services","Effective Competition","2014","MilitaryHealth",1012800
"15394","Products","Effective Competition","2014","MilitaryHealth",3869829.81
"15395","Products","Effective Competition","2014","MilitaryHealth",1269187.65
"15396","Products","No competition","2014","MilitaryHealth",72650.66
"15397","R&D","Effective Competition","2014","MilitaryHealth",2898668.56
"15398","Services","Effective Competition","2014","Navy",47522959.85
"15399","Services","Effective Competition","2014","Navy",332289923.7
"15400","Services","No competition","2014","Navy",1364629924
"15401","Services","No competition","2014","Navy",195268360.3
"15402","Services","Effective Competition","2014","Navy",45941527.08
"15403","Services","Effective Competition","2014","Navy",1664640
"15404","Services","Unlabeled","2014","Navy",0
"15405","Services","Unlabeled","2014","Navy",17764333.93
"15406","Services","Competition with single offer","2014","Navy",33415286.88
"15407","Services","No competition","2014","Navy",8330413.89
"15408","Services","Effective Competition","2014","Navy",68438710.79
"15409","Services","Effective Competition","2014","Navy",1909305095
"15410","Services","Unlabeled","2014","Navy",-33249.61
"15411","Services","Unlabeled","2014","Navy",1877144.81
"15412","Products","Effective Competition","2014","Navy",2260650.05
"15413","Products","Effective Competition","2014","Navy",495228064.6
"15414","Products","Effective Competition","2014","Navy",11887385.35
"15415","Products","Effective Competition","2014","Navy",19749552.31
"15416","Products","No competition","2014","Navy",33903116879
"15417","Products","No competition","2014","Navy",19519.95
"15418","R&D","Effective Competition","2014","Navy",244128214.9
"15419","R&D","Effective Competition","2014","Navy",284226247.7
"15420","Services","Effective Competition","2014","Other DoD",4828565
"15421","Services","Effective Competition","2014","Other DoD",452478215
"15422","Services","Effective Competition","2014","Other DoD",109302835.5
"15423","Services","Effective Competition","2014","Other DoD",659016.54
"15424","Services","Effective Competition","2014","Other DoD",10656445.44
"15425","Services","No competition","2014","Other DoD",42161986.4
"15426","Services","Competition with single offer","2014","Other DoD",51134303.36
"15427","Services","Effective Competition","2014","Other DoD",-7503
"15428","Services","Effective Competition","2014","Other DoD",63663903.7
"15429","Services","Effective Competition","2014","Other DoD",808546536
"15430","Services","Effective Competition","2014","Other DoD",291483451.4
"15431","Services","No competition","2014","Other DoD",44552337.7
"15432","Products","Effective Competition","2014","Other DoD",-1441858.5
"15433","Services","Effective Competition","2013","Other DoD",8128728.05
"15434","Services","Competition with single offer","2013","Other DoD",7471009.46
"15435","Services","Effective Competition","2013","Other DoD",658015496.6
"15436","Services","Effective Competition","2013","Other DoD",127823820.1
